customer,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
SG66076,Arizona,10056,Bachelor,M,16097,139,0,Personal Auto,1000,Luxury
GW52309,Nevada,9118,High School or Below,F,56446,114,0,Personal Auto,547,SUV
DC46965,Nevada,5507,Master,M,11343,72,0,Personal Auto,154,Four-Door Car
JK57654,California,10972,Doctor,M,24164,137,0,Personal Auto,657,Luxury
QO62792,Oregon,7840,College,M,58414,210,2,Personal Auto,1008,Luxury
XI56955,Washington,5504,Bachelor,F,0,73,0,Personal Auto,350,Four-Door Car
NR99710,Arizona,4792,High School or Below,F,24395,62,0,Personal Auto,357,Two-Door Car
QH90382,Oregon,4187,Master,F,52471,103,0,Personal Auto,163,Two-Door Car
SI30451,Arizona,2718,College,F,30009,68,0,Personal Auto,317,Four-Door Car
UM39817,Oregon,8257,Bachelor,F,23815,73,0,Personal Auto,424,Four-Door Car
YG98004,Oregon,12663,Master,F,27739,104,0,Corporate Auto,3,Four-Door Car
KF80172,Nevada,2647,College,M,37876,69,0,Personal Auto,300,Four-Door Car
LD95617,California,4830,Bachelor,M,0,72,0,Corporate Auto,345,Four-Door Car
YJ24476,Nevada,4558,Bachelor,F,14665,61,0,Personal Auto,292,Four-Door Car
LM67096,Oregon,2127,Bachelor,F,0,61,1,Corporate Auto,31,Four-Door Car
FB21121,California,2546,Bachelor,F,86595,63,0,Corporate Auto,445,Two-Door Car
LW91009,Washington,4992,College,M,24368,68,1,Personal Auto,326,Four-Door Car
RD28560,Washington,12741,Bachelor,F,73054,106,1,Corporate Auto,419,SUV
DD22139,Washington,7863,College,F,0,72,0,Corporate Auto,732,Two-Door Car
LN50415,Oregon,5131,Bachelor,M,50994,128,0,Corporate Auto,346,SUV
OP62891,Oregon,2275,High School or Below,F,0,64,0,Personal Auto,460,Two-Door Car
JT47995,Arizona,60556,College,F,0,204,0,Personal Auto,979,Luxury
AG39150,Oregon,2356,Bachelor,M,0,63,0,Personal Auto,302,Four-Door Car
QJ65440,California,28824,Bachelor,F,0,87,1,Corporate Auto,626,Four-Door Car
IJ40048,California,4978,Bachelor,M,28695,64,0,Corporate Auto,221,Four-Door Car
PX86841,Arizona,6521,College,F,72608,82,3,Special Auto,393,Four-Door Car
ES87355,Oregon,7564,Bachelor,F,48381,63,0,Personal Auto,302,Two-Door Car
EZ85603,Arizona,11631,College,F,0,152,0,Personal Auto,1082,SUV
YJ96611,Arizona,7180,High School or Below,F,0,104,0,Special Auto,1210,Luxury
UB18338,Oregon,12168,Bachelor,M,14973,115,0,Personal Auto,828,SUV
TF67147,Oregon,2248,Bachelor,F,24910,63,1,Personal Auto,347,Four-Door Car
FY83287,Washington,2530,Doctor,M,50577,63,0,Personal Auto,12,Two-Door Car
JO11457,Oregon,4653,High School or Below,M,0,70,1,Personal Auto,585,Two-Door Car
BS94221,Arizona,2354,College,F,26184,62,0,Special Auto,297,Two-Door Car
CB64729,Nevada,8417,Bachelor,M,20215,112,0,Personal Auto,537,Four-Door Car
XB32430,California,5717,Bachelor,M,68342,72,0,Personal Auto,148,Four-Door Car
LN43251,Oregon,4623,High School or Below,M,0,133,0,Personal Auto,957,SUV
BX20227,Oregon,6521,College,F,72608,82,3,Personal Auto,393,Four-Door Car
PC12390,Nevada,5507,Master,M,74960,69,1,Corporate Auto,107,Four-Door Car
XQ44462,Oregon,2674,College,M,56342,69,0,Corporate Auto,331,Four-Door Car
GF59560,Oregon,5817,College,F,86824,72,0,Personal Auto,189,Four-Door Car
FE67098,Nevada,4646,College,M,37530,117,0,Personal Auto,561,SUV
LO98108,Oregon,2226,Bachelor,M,0,62,0,Personal Auto,297,Two-Door Car
SP94430,California,7651,Bachelor,F,53330,65,0,Personal Auto,224,Four-Door Car
SH44158,Oregon,2305,Bachelor,M,0,63,0,Special Auto,327,Four-Door Car
WY41435,Nevada,11960,College,F,52436,76,0,Personal Auto,109,Four-Door Car
MR77933,Arizona,11315,Bachelor,F,11885,101,0,Personal Auto,484,Four-Door Car
WJ38827,Oregon,7212,High School or Below,M,0,97,0,Corporate Auto,498,Two-Door Car
TM33419,Washington,5255,College,F,44536,137,1,Personal Auto,46,SUV
QF91596,Nevada,4794,Bachelor,F,82763,61,0,Personal Auto,245,Four-Door Car
DB16336,Nevada,2659,College,F,0,87,3,Corporate Auto,420,Four-Door Car
BX35013,Arizona,27643,Master,F,63401,113,0,Personal Auto,52,SUV
JB20891,Arizona,10083,High School or Below,F,11828,90,0,Personal Auto,571,Four-Door Car
WE68750,Oregon,5687,Bachelor,M,99747,72,0,Corporate Auto,61,Two-Door Car
RN65450,California,3059,College,M,0,88,0,Personal Auto,633,Four-Door Car
BW79345,Nevada,4945,High School or Below,F,78796,61,0,Personal Auto,292,Two-Door Car
OZ64384,Oregon,8609,Bachelor,F,79090,107,0,Personal Auto,289,SUV
KV99077,Nevada,5157,College,M,43906,65,0,Personal Auto,468,Two-Door Car
NY24020,Arizona,3748,High School or Below,M,82189,94,0,Personal Auto,354,Two-Door Car
CJ81799,Oregon,7462,College,F,70263,93,0,Personal Auto,7,Two-Door Car
QI69873,Washington,15063,Master,M,19132,207,0,Personal Auto,1008,Luxury
VC70716,Arizona,9657,High School or Below,M,0,131,0,Corporate Auto,628,SUV
ZB88708,Nevada,2799,Master,M,78127,69,0,Personal Auto,136,Four-Door Car
XG64081,Arizona,2759,Bachelor,M,92296,69,0,Personal Auto,331,Two-Door Car
ZZ35218,Oregon,5392,Doctor,M,0,74,0,Corporate Auto,317,Two-Door Car
KA95976,California,5392,High School or Below,F,80550,68,3,Personal Auto,265,Four-Door Car
TF23305,Arizona,3574,College,F,51950,89,0,Personal Auto,429,Two-Door Car
TU72516,Oregon,5608,College,F,20392,73,0,Personal Auto,350,Four-Door Car
DM16101,Washington,4754,College,F,30886,61,0,Special Auto,8,Four-Door Car
UF93725,Oregon,2239,Bachelor,M,0,66,0,Personal Auto,475,Four-Door Car
IH62666,California,7356,Bachelor,F,33089,61,0,Personal Auto,292,Four-Door Car
FG23952,Oregon,13283,College,M,0,132,0,Personal Auto,950,SUV
NH85248,Arizona,6893,College,M,0,68,0,Corporate Auto,326,Two-Door Car
XO75323,California,3966,College,M,72439,100,1,Personal Auto,480,SUV
FX78901,Oregon,16548,Bachelor,F,81639,82,0,Special Auto,47,Four-Door Car
KG40352,Oregon,5447,College,F,68815,68,0,Personal Auto,114,Four-Door Car
GX27974,California,4644,College,F,0,63,0,Personal Auto,94,Four-Door Car
ST31207,California,5318,Bachelor,F,25134,67,0,Personal Auto,321,Four-Door Car
VC64410,Arizona,2491,High School or Below,F,25965,65,0,Personal Auto,329,Four-Door Car
YO49328,Arizona,12296,High School or Below,M,55193,105,1,Personal Auto,504,SUV
KP10993,California,6273,College,F,18577,86,0,Personal Auto,412,Four-Door Car
FR15853,Nevada,6366,High School or Below,M,44368,80,0,Corporate Auto,384,Two-Door Car
BR13613,Oregon,6005,College,M,13528,86,0,Personal Auto,412,Four-Door Car
MM27192,Oregon,11981,Master,F,21514,62,0,Personal Auto,257,Two-Door Car
HI36042,California,11885,High School or Below,M,0,105,0,Personal Auto,756,SUV
GT89774,Arizona,17109,Bachelor,F,87139,213,0,Personal Auto,363,Luxury
SB83749,California,4717,High School or Below,M,20355,61,1,Personal Auto,439,Four-Door Car
WE77831,California,4778,Bachelor,M,0,73,2,Personal Auto,350,Four-Door Car
HM21382,Washington,2402,Bachelor,M,46210,61,3,Personal Auto,439,Two-Door Car
ML10022,Nevada,13197,College,F,0,68,3,Personal Auto,326,Four-Door Car
QJ65472,California,29232,High School or Below,M,28613,114,0,Personal Auto,820,Four-Door Car
TZ71391,Oregon,8509,Master,M,26057,74,0,Personal Auto,523,Four-Door Car
AS62048,Arizona,4774,Bachelor,M,0,73,0,Personal Auto,525,Four-Door Car
PL14941,Nevada,9113,High School or Below,F,76700,112,0,Personal Auto,322,Four-Door Car
LK87874,Nevada,7663,Bachelor,F,0,109,0,Personal Auto,523,SUV
NK53938,Oregon,2599,Master,M,45181,65,0,Personal Auto,312,Four-Door Car
VF96109,Oregon,8819,High School or Below,M,99845,110,1,Personal Auto,528,SUV
IV32877,Oregon,6857,Bachelor,M,0,101,0,Personal Auto,1021,SUV
EE96187,Oregon,7109,High School or Below,F,92423,88,0,Personal Auto,404,Four-Door Car
FJ31683,Washington,2842,Doctor,F,43793,71,0,Personal Auto,16,Four-Door Car
ON90223,Washington,12846,College,M,93210,107,2,Personal Auto,513,SUV
SC70396,Oregon,3498,Bachelor,M,58484,88,1,Personal Auto,43,Two-Door Car
WF44706,Oregon,6005,High School or Below,M,26876,76,0,Personal Auto,364,Four-Door Car
CF15252,Arizona,4344,Bachelor,F,48054,109,0,Personal Auto,523,SUV
DG51590,Arizona,25401,Bachelor,F,36800,91,0,Personal Auto,236,Two-Door Car
LE12782,Arizona,4466,College,M,28663,61,4,Personal Auto,292,Four-Door Car
LD98568,California,7849,College,F,54431,97,0,Personal Auto,284,Four-Door Car
WX92363,Washington,4250,Bachelor,F,27608,108,0,Personal Auto,308,SUV
KX57885,California,6073,Bachelor,M,22103,89,1,Personal Auto,427,Four-Door Car
XI30683,Arizona,6729,College,M,0,103,0,Personal Auto,741,SUV
TM13510,Arizona,2588,Doctor,M,46168,65,0,Personal Auto,312,Four-Door Car
LU95652,Oregon,7305,College,M,83221,91,0,Personal Auto,14,Four-Door Car
OD45969,California,8531,Bachelor,M,98677,105,0,Personal Auto,108,Four-Door Car
MU96709,California,8618,High School or Below,F,46379,72,0,Corporate Auto,345,Four-Door Car
KX55910,Oregon,4957,College,F,62803,62,0,Personal Auto,400,Two-Door Car
KE10223,California,12255,Bachelor,M,0,177,0,Personal Auto,1274,SUV
QS29824,Nevada,9624,College,M,0,134,0,Personal Auto,964,SUV
OF12725,California,7080,Bachelor,F,28139,97,2,Personal Auto,465,Four-Door Car
WE52840,Arizona,7053,College,F,52982,89,0,Corporate Auto,31,Four-Door Car
OJ65117,Oregon,5365,Bachelor,F,77095,68,1,Personal Auto,461,Four-Door Car
FC52000,Oregon,4306,College,F,26322,111,2,Corporate Auto,180,SUV
IN57582,California,5970,College,F,25125,81,1,Corporate Auto,583,Four-Door Car
UY13430,Oregon,8879,High School or Below,F,52583,113,0,Special Auto,528,SUV
PD66941,Arizona,4458,Bachelor,M,17622,65,1,Personal Auto,312,Four-Door Car
IB36843,California,5565,Master,M,90607,70,0,Personal Auto,311,Four-Door Car
VE51810,Arizona,5813,Bachelor,M,42795,73,0,Personal Auto,350,Four-Door Car
RX50446,Arizona,8365,High School or Below,F,27042,110,0,Personal Auto,1263,Four-Door Car
TK22471,Oregon,7275,College,M,27984,62,1,Personal Auto,445,Four-Door Car
YR85283,Nevada,15083,High School or Below,F,26021,126,0,Personal Auto,331,SUV
WH83589,Arizona,8458,High School or Below,F,25448,71,0,Personal Auto,345,Four-Door Car
NM40177,California,8010,Bachelor,M,52009,68,0,Personal Auto,250,Four-Door Car
UV44069,Oregon,2514,High School or Below,F,23504,69,0,Corporate Auto,374,Two-Door Car
CO25601,Washington,4112,High School or Below,M,0,71,3,Personal Auto,569,Four-Door Car
IS58493,Oregon,4369,Master,M,40774,110,1,Personal Auto,394,Luxury
YF54705,Nevada,7356,College,M,36812,92,1,Personal Auto,392,Two-Door Car
ES66762,Oregon,10656,Bachelor,F,72540,88,0,Personal Auto,631,Two-Door Car
CX85598,Arizona,5365,Bachelor,M,51240,70,2,Personal Auto,283,Four-Door Car
QF74806,California,6047,College,M,20396,76,1,Personal Auto,364,Four-Door Car
LO17461,Arizona,2885,High School or Below,F,35654,72,0,Personal Auto,515,Two-Door Car
KW95891,Oregon,2635,High School or Below,F,93884,65,0,Personal Auto,312,Four-Door Car
YR45605,Oregon,2413,Bachelor,F,0,68,0,Personal Auto,379,Four-Door Car
OW83209,Nevada,8341,Bachelor,M,30344,107,0,Personal Auto,342,SUV
AT86990,Arizona,2487,Bachelor,F,28738,62,0,Personal Auto,81,Two-Door Car
CW80905,Nevada,9212,High School or Below,M,70958,115,0,Personal Auto,115,Luxury
TK65222,California,16407,Bachelor,M,22103,109,0,Personal Auto,160,Four-Door Car
FQ89652,Oregon,7017,College,F,0,103,0,Special Auto,741,SUV
PH70685,California,5481,Bachelor,F,70795,68,0,Corporate Auto,177,Four-Door Car
AP34711,Arizona,10382,Master,F,32821,129,0,Personal Auto,25,SUV
AZ31562,Arizona,5498,College,M,22520,73,0,Personal Auto,350,Four-Door Car
VU87728,Nevada,4846,High School or Below,M,0,72,0,Personal Auto,518,Four-Door Car
XX34879,Oregon,14718,College,M,56263,93,0,Corporate Auto,446,Four-Door Car
GG91020,Nevada,9656,Bachelor,M,0,72,0,Personal Auto,345,Four-Door Car
RO58812,California,4466,College,M,0,64,0,Personal Auto,307,Four-Door Car
GU29647,Oregon,21423,Bachelor,M,0,65,0,Personal Auto,312,Two-Door Car
QF66202,Nevada,2531,College,M,31993,66,1,Personal Auto,39,Four-Door Car
GB44176,Arizona,8378,College,M,40994,106,0,Personal Auto,60,Four-Door Car
RH70194,Nevada,5093,Bachelor,M,29638,64,0,Personal Auto,307,Four-Door Car
TL40288,Oregon,13352,College,F,0,119,0,Personal Auto,729,Four-Door Car
VZ70667,Oregon,14206,College,F,26056,73,0,Personal Auto,355,Four-Door Car
GK21260,Oregon,10232,Doctor,F,22821,131,0,Personal Auto,740,SUV
GS92994,Washington,15435,College,F,84581,96,0,Personal Auto,4,Four-Door Car
KI91500,California,8641,High School or Below,F,22193,74,0,Personal Auto,415,Two-Door Car
TL51969,Washington,7334,Bachelor,M,30969,63,1,Personal Auto,358,Two-Door Car
NR16284,California,7462,College,F,70263,93,0,Personal Auto,7,Two-Door Car
MA68039,California,3635,High School or Below,M,35056,96,3,Personal Auto,460,Two-Door Car
ZI51939,Oregon,5525,College,M,73435,69,0,Corporate Auto,331,Two-Door Car
NX93393,Oregon,4335,High School or Below,M,86096,108,0,Corporate Auto,518,Two-Door Car
SE30128,California,4832,High School or Below,M,0,139,0,Personal Auto,1000,SUV
VT78222,Oregon,9267,Master,M,55808,116,0,Personal Auto,551,SUV
AH17051,California,14700,Bachelor,M,29695,94,0,Personal Auto,554,Four-Door Car
NC76877,California,4905,Bachelor,F,88043,61,0,Corporate Auto,188,Four-Door Car
JD71348,California,7289,College,M,60875,92,0,Personal Auto,410,Four-Door Car
DR88293,Arizona,8478,Bachelor,M,0,77,0,Personal Auto,12,Four-Door Car
ZB23962,Oregon,7952,High School or Below,M,0,118,0,Personal Auto,849,SUV
JO90877,Washington,2869,Bachelor,F,70974,71,0,Personal Auto,340,Four-Door Car
IR45546,Oregon,10529,Bachelor,F,37518,131,0,Special Auto,472,Luxury
LO99872,Oregon,5497,College,M,28128,70,0,Personal Auto,336,Two-Door Car
CW16221,Oregon,7090,Bachelor,F,45254,93,3,Corporate Auto,446,Four-Door Car
UU92753,Oregon,26416,Doctor,F,85537,108,0,Personal Auto,285,SUV
WH63678,Oregon,2727,Master,M,74608,68,1,Corporate Auto,407,Four-Door Car
TE31876,California,11814,High School or Below,F,41004,102,3,Personal Auto,489,Luxury
MU59158,Arizona,4090,Master,F,38884,102,0,Personal Auto,423,Two-Door Car
LV57595,California,5181,Master,F,97131,64,0,Corporate Auto,307,Four-Door Car
GY99495,Oregon,6172,Master,M,0,84,0,Corporate Auto,403,Four-Door Car
FN67085,California,2487,College,M,22331,64,0,Corporate Auto,61,Four-Door Car
US82470,Arizona,13094,Bachelor,M,37541,109,0,Corporate Auto,96,SUV
UN53508,Oregon,4688,Bachelor,F,27357,61,0,Corporate Auto,292,Four-Door Car
FK37308,Oregon,2703,Doctor,F,0,72,0,Corporate Auto,41,Two-Door Car
EW34780,California,11315,Bachelor,F,11885,101,0,Personal Auto,484,Four-Door Car
HG97353,Oregon,8679,Bachelor,F,52717,109,0,Corporate Auto,60,Four-Door Car
FM31768,Arizona,5979,High School or Below,F,57693,76,0,Personal Auto,547,Four-Door Car
DO18118,Oregon,10996,High School or Below,F,0,104,0,Personal Auto,748,SUV
BC31913,Arizona,11718,Bachelor,F,73903,73,0,Corporate Auto,439,Four-Door Car
HB29169,Washington,42462,Bachelor,F,0,281,1,Personal Auto,1499,Luxury
KO86181,Oregon,6941,College,F,0,111,3,Personal Auto,532,SUV
NT38409,California,2551,College,M,79452,65,0,Corporate Auto,187,Four-Door Car
IP77666,Nevada,10656,Bachelor,F,72540,88,0,Personal Auto,631,Two-Door Car
KL80110,Arizona,9333,College,F,89513,116,0,Personal Auto,232,SUV
KR35099,Washington,7507,College,M,60920,64,0,Personal Auto,231,Two-Door Car
YP41539,Oregon,5320,High School or Below,F,88669,66,1,Personal Auto,213,Four-Door Car
MM10866,California,8609,Bachelor,F,79090,107,0,Personal Auto,289,SUV
WD88264,Washington,12298,High School or Below,M,17101,113,0,Corporate Auto,542,SUV
XN18885,Oregon,7285,High School or Below,M,44788,61,0,Personal Auto,386,Four-Door Car
VB94165,Nevada,6714,Master,M,0,93,1,Special Auto,604,Two-Door Car
FG71665,Arizona,2810,Bachelor,M,26790,71,0,Personal Auto,340,Two-Door Car
IV98398,California,15320,Bachelor,M,81955,126,0,Corporate Auto,720,SUV
YN39714,Oregon,8488,High School or Below,F,80213,70,0,Personal Auto,440,Two-Door Car
WL92199,Arizona,2379,Doctor,M,0,66,0,Personal Auto,90,Four-Door Car
KC36987,Oregon,13334,Bachelor,M,47950,170,1,Personal Auto,780,SUV
JW24212,Oregon,3123,Bachelor,M,0,101,4,Personal Auto,960,SUV
OG57342,Washington,2382,Doctor,M,0,65,0,Corporate Auto,312,Four-Door Car
SN49269,Oregon,7812,High School or Below,M,72353,66,0,Personal Auto,316,Two-Door Car
RE52529,California,14024,High School or Below,F,81872,115,0,Corporate Auto,256,Four-Door Car
EQ68292,Arizona,5334,Bachelor,M,74606,68,0,Corporate Auto,109,Two-Door Car
KF88603,Oregon,9700,High School or Below,M,0,138,0,Personal Auto,993,SUV
JR62870,California,5703,High School or Below,M,41438,72,0,Personal Auto,323,Two-Door Car
NN40477,Arizona,4280,Bachelor,F,52679,110,2,Personal Auto,528,Luxury
JP40952,Arizona,3398,High School or Below,M,0,101,0,Personal Auto,1183,SUV
FG24548,Oregon,11044,Bachelor,M,44524,70,0,Personal Auto,200,Four-Door Car
DZ89536,Oregon,3237,Master,M,60244,83,3,Corporate Auto,326,Four-Door Car
GH64274,California,25805,High School or Below,M,22711,82,0,Personal Auto,393,Two-Door Car
NX62002,Oregon,17497,College,M,0,73,0,Corporate Auto,350,Two-Door Car
CV57391,Arizona,22261,Bachelor,F,50398,71,0,Personal Auto,339,Four-Door Car
ZN36983,California,9006,College,M,0,86,1,Personal Auto,412,Four-Door Car
OT40088,Oregon,9904,High School or Below,F,0,66,0,Personal Auto,475,Four-Door Car
CD56261,California,7432,High School or Below,F,0,102,0,Corporate Auto,1037,SUV
OG72448,Arizona,8150,Bachelor,M,0,114,0,Personal Auto,1310,Four-Door Car
IH64929,California,4956,High School or Below,M,87197,63,0,Personal Auto,247,Two-Door Car
FD20455,California,6537,Bachelor,M,0,100,0,Personal Auto,720,Luxury
ET89070,California,9448,High School or Below,F,85221,117,0,Personal Auto,516,Luxury
DY87071,Arizona,7519,High School or Below,M,96306,95,1,Personal Auto,185,Four-Door Car
AX10148,California,2409,Bachelor,F,0,66,0,Personal Auto,316,Four-Door Car
DB28487,California,17041,High School or Below,F,22249,64,0,Personal Auto,455,Four-Door Car
KU92052,California,4398,High School or Below,F,0,62,0,Personal Auto,382,Four-Door Car
FB17016,Oregon,5470,Bachelor,F,54507,138,0,Personal Auto,702,SUV
BM45823,Oregon,3173,College,M,0,101,4,Personal Auto,484,Four-Door Car
NN53003,California,13258,College,M,20754,184,0,Personal Auto,1324,Luxury
LF94873,California,13045,College,F,0,190,1,Personal Auto,1654,SUV
VB57504,California,2560,High School or Below,M,30027,65,0,Personal Auto,312,Four-Door Car
NT25078,Nevada,3387,Bachelor,M,23156,88,2,Special Auto,422,Four-Door Car
FH86704,California,6439,High School or Below,M,0,93,0,Personal Auto,669,Four-Door Car
KX32370,California,7078,College,M,23222,90,0,Corporate Auto,252,Two-Door Car
NN76284,California,2417,College,F,0,65,0,Corporate Auto,468,Four-Door Car
LJ43988,California,20492,Master,F,27317,102,0,Personal Auto,489,Four-Door Car
MM44301,California,7805,College,F,21073,106,1,Corporate Auto,508,SUV
ED63600,California,22062,College,M,0,225,0,Corporate Auto,1620,Luxury
RT37588,Arizona,11218,High School or Below,F,69268,93,0,Personal Auto,19,Two-Door Car
LF19061,Arizona,5427,High School or Below,F,74561,68,1,Personal Auto,234,Two-Door Car
EW73451,Arizona,2592,High School or Below,M,72421,65,0,Personal Auto,312,Four-Door Car
UC29668,Oregon,2601,Master,F,0,71,0,Corporate Auto,17,Two-Door Car
ZC32761,Arizona,8433,Bachelor,M,57961,72,0,Personal Auto,38,Two-Door Car
FQ22639,California,2967,College,M,35205,76,0,Personal Auto,178,Four-Door Car
YZ60434,Oregon,5380,Master,M,0,74,0,Personal Auto,59,Four-Door Car
MJ45965,Oregon,8059,High School or Below,M,72309,68,0,Personal Auto,244,Four-Door Car
IS95398,Nevada,8444,Bachelor,F,76352,109,2,Personal Auto,501,SUV
LZ81665,Washington,9655,High School or Below,M,0,100,2,Personal Auto,720,SUV
OP43389,California,8178,College,F,29057,102,0,Corporate Auto,489,SUV
